DOI,Title,Publication Name,Cover Date
doi:10.1016/j.cej.2008.10.022,"A comparative study of V2O5/AC and V2O5/Al2O3 catalysts for the selective catalytic reduction of NO by NH3
             ",Chemical Engineering Journal,2009/7/1
doi:10.1016/j.cattod.2016.11.054,Low temperature NH3-SCR activity enhancement of antimony promoted vanadia-ceria catalyst ,Catalysis Today,2017/9/15
doi:10.1016/j.cej.2018.05.045,"Effect of different potassium species on the deactivation of V2O5-WO3/TiO2 SCR catalyst: Comparison of K2SO4, KCl and K2O ",Chemical Engineering Journal,2018/9/15
doi:10.1016/j.cej.2017.06.079,MnOx-TiO2 and Sn doped MnOx-TiO2 selective reduction catalysts prepared using MWCNTs as the pore template ,Chemical Engineering Journal,2017/11/1
doi:10.1016/j.molcata.2010.10.008,"DeNO
                  x
                activity–TPD correlations of NH3-SCR catalysts ",Journal of Molecular Catalysis A: Chemical,2010/12/1
doi:10.1016/j.apcatb.2012.01.002,"Sulfur poisoning and regeneration of the Ag/γ-Al2O3 catalyst for H2-assisted SCR of NO
                  x
                by ammonia ",Applied Catalysis B: Environmental,2012/5/18
doi:10.1016/j.jtice.2022.104355,"Promotion effect of alkaline leaching on the catalytic performance over Cu/Fe-SSZ-13 catalyst for selective catalytic reduction of NOx with NH3
             ",Journal of the Taiwan Institute of Chemical Engineers,2022/5/31
doi:10.1016/j.jcat.2020.08.007,"Catalyticcombustion of CVOCs over Cr
                  x
               Ti1-
               
                  x
                oxide catalysts ",Journal of Catalysis,2020/11/30
doi:10.1016/j.apcatb.2016.08.062,In-situ incorporation of binder during sol-gel preparation of Pd-based sulfated zirconia for reduction of nitrogen oxides under lean-burn conditions: Effect on activity and wash-coating characteristics ,Applied Catalysis B: Environmental,2017/3/31
doi:10.1016/j.fuel.2021.120953,Multiple-objective optimization of a methanol/diesel reactivity controlled compression ignition engine based on non-dominated sorting genetic algorithm-II ,Fuel,2021/9/15
doi:10.1016/j.jtice.2018.05.018,"Mechanisms study of silicotungstic acid modified CeO2 catalyst for selective catalytic reduction of NO
                  x
                with NH3: Effect of pH values ",Journal of the Taiwan Institute of Chemical Engineers,2018/10/31
doi:10.1016/j.jcat.2017.12.032,Experimental assessment of the bifunctional NH3-SCR pathway and the structural and acid-base properties of WO3 dispersed on CeO2 catalysts ,Journal of Catalysis,2018/3/31
doi:10.1016/j.jcat.2013.08.003,"Highly dispersed iron vanadate catalyst supported on TiO2 for the selective catalytic reduction of NO
                  x
                with NH3
             ",Journal of Catalysis,2013/11/30
doi:10.1016/j.apcata.2021.118032,Sequentially prepared Mo-V-Based SCR catalyst for simultaneous Hg0 oxidation and NO reduction ,Applied Catalysis A: General,2021/3/25
doi:10.1016/j.cjche.2021.06.012,"Insight into SO2 poisoning and regeneration of one-pot synthesized Cu-SSZ-13 catalyst for selective reduction of NO
                  x
                by NH3
             ",Chinese Journal of Chemical Engineering,2022/6/30
doi:10.1016/j.apcata.2008.03.014,Original carbon-based honeycomb monoliths as support of Cu or Mn catalysts for low-temperature SCR of NO: Effects of preparation variables ,Applied Catalysis A: General,2008/6/30
doi:10.1016/j.catcom.2018.07.012,Water promotion mechanism on the NH3-SCR over Fe-BEA catalyst ,Catalysis Communications,2018/9/30
doi:10.1016/S0040-6031(01)00621-9,Calorimetric measurements of the acidity of supported vanadium oxides prepared by ALE and impregnation ,Thermochimica Acta,2001/11/22
doi:10.1016/j.apsusc.2017.01.058,Effect of phase interaction on catalytic CO oxidation over the SnO2/Al2O3 model catalyst ,Applied Surface Science,2017/4/30
doi:10.1016/j.jre.2017.12.009,"Promoting effect of tantalum and antimony additives on deNO
                  x
                performance of Ce3Ta3SbO
                  x
                for NH3-SCR reaction and DRIFT studies ",Journal of Rare Earths,2018/6/30
doi:10.1016/j.fuel.2010.11.021,"Microwave catalytic NO
                  x
                and SO2 removal using FeCu/zeolite as catalyst ",Fuel,2011/4/30
doi:10.1016/j.molcata.2003.08.025,"The effect of metal oxide additives (WO3, MoO3, V2O5, Ga2O3) on the oxidation of NO and SO2 over Pt/Al2O3 and Pt/BaO/Al2O3 catalysts ",Journal of Molecular Catalysis A: Chemical,2004/2/16
doi:10.1016/S0926-860X(02)00509-4,Redox behavior and catalytic properties of CuO/Ce0.8Zr0.2O2 catalysts ,Applied Catalysis A: General,2003/3/10
doi:10.1016/j.mcat.2022.112627,"Effect of metal elements doping on the CePO4 catalysts for selective catalytic reduction of NO with NH3
             ",Molecular Catalysis,2022/9/30
doi:10.1016/S0926-3373(01)00329-0,"Development of zirconia-based oxide sorbents for removal of NO and NO2
             ",Applied Catalysis B: Environmental,2002/4/25
doi:10.1016/j.apcatb.2016.01.049,N2O decomposition over ceria-promoted Ir/Al2O3 catalysts: The role of ceria ,Applied Catalysis B: Environmental,2016/6/15
doi:10.1016/S2095-4956(13)60081-9,"Influence of chromium modification on the properties of MnO
                  x
               -FeO
                  x
                catalysts for the low-temperature selective catalytic reduction of NO by NH3
             ",Journal of Energy Chemistry,2013/7/31
doi:10.1016/j.fuproc.2018.05.022,Plasma-assisted catalytic conversion of NO over Cu-Fe catalysts supported on ZSM-5 and carbon nanotubes at low temperature ,Fuel Processing Technology,2018/9/30
doi:10.1016/j.jcat.2013.11.016,The effect of Cu-loading on different reactions involved in NH3-SCR over Cu-BEA catalysts ,Journal of Catalysis,2014/3/31
doi:10.1016/j.apcatb.2009.10.022,"The poisoning effect of Na+ and Ca2+ ions doped on the V2O5/TiO2 catalysts for selective catalytic reduction of NO by NH3
             ",Applied Catalysis B: Environmental,2010/2/1
doi:10.1016/j.cattod.2018.07.045,"Low-temperature NO
                  x
                trapping on alkali or alkaline earth metal modified TiO2 photocatalyst ",Catalysis Today,2019/7/15
doi:10.1016/j.catcom.2008.05.001,Ceria modified MnOx/TiO2 as a superior catalyst for NO reduction with NH3 at low-temperature ,Catalysis Communications,2008/7/20
doi:10.1016/j.apsusc.2022.153052,Effect of reduction on NO + CO reaction performance of CuO-Co3O4 symbiotic oxide porous nanosheet and DFT calculation ,Applied Surface Science,2022/7/1
doi:10.1016/j.ces.2011.07.014,Experimental study of mass transfer limitations in Fe- and Cu-zeolite-based NH3-SCR monolithic catalysts ,Chemical Engineering Science,2011/11/1
doi:10.1016/j.mcat.2017.11.028,"Ni-Ce-Ti as a superior catalyst for the selective catalytic reduction of NOx with NH3
             ",Molecular Catalysis,2018/2/28
doi:10.1016/S0926-3373(99)00112-5,Influence of co-cations in the selective catalytic reduction of NO by NH3 over copper exchanged faujasite zeolites ,Applied Catalysis B: Environmental,2000/2/21
doi:10.1016/j.apcatb.2020.119752,Effect of zeolite topology on NH3-SCR activity and stability of Cu-exchanged zeolites ,Applied Catalysis B: Environmental,2021/5/5
doi:10.1016/j.catcom.2017.04.014,CuTi LDH derived NH3-SCR catalysts with highly dispersed CuO active phase and improved SO2 resistance ,Catalysis Communications,2017/7/5
doi:10.1016/j.jcat.2012.09.020,"Characterization of copper species over Cu/SAPO-34 in selective catalytic reduction of NO
                  x
                with ammonia: Relationships between active Cu sites and de-NO
                  x
                performance at low temperature ",Journal of Catalysis,2013/1/31
doi:10.1016/j.apcatb.2013.09.016,The role of cerium in the improved SO2 tolerance for NO reduction with NH3 over Mn-Ce/TiO2 catalyst at low temperature ,Applied Catalysis B: Environmental,2014/4/27
doi:10.1016/j.apcatb.2021.120244,Water: A promoter of ammonia selective catalytic reduction over copper-exchanged LTA zeolites ,Applied Catalysis B: Environmental,2021/10/5
doi:10.1016/j.cattod.2018.06.022,"Promoting effect of Au on Pd/TiO2 catalyst for the selective catalytic reduction of NOx by H2
             ",Catalysis Today,2019/7/15
doi:10.1016/j.cej.2014.10.091,Mercury removal over the vanadia–titania catalyst in CO2-enriched conditions ,Chemical Engineering Journal,2015/3/1
doi:10.1016/j.micromeso.2013.11.018,"Prehydrolysis approach to direct synthesis of Fe, Al, Cr-incorporated SBA-15 with good hydrothermal stability and enhanced acidity ",Microporous and Mesoporous Materials,2014/3/1
doi:10.1016/j.cej.2018.09.193,Synergetic removal of elemental mercury and NO over TiCe0.25Sn0.25Ox catalysts from flue gas: Performance and mechanism study ,Chemical Engineering Journal,2019/3/15
doi:10.1016/S0196-8904(01)00059-0,"Catalytic reduction of NO
                  x
                in gasoline engine exhaust over copper- and nickel-exchanged X–zeolite catalysts ",Energy Conversion and Management,2001/10/11
doi:10.1016/j.fuel.2020.118878,Multiscale characterization of exhaust and crankcase soot extracted from heavy-duty diesel engine and implications for DPF ash ,Fuel,2020/12/15
doi:10.1016/j.catcom.2019.105732,Sulphur tolerant diesel oxidation catalysts by noble metal alloying ,Catalysis Communications,2019/9/30
doi:10.1016/S0021-9517(03)00088-5,"On the structure sensitivity of deNO
                  x
                HC-SCR over Pt-beta catalysts ",Journal of Catalysis,2003/8/15
doi:10.1016/j.apcatb.2014.09.067,Deactivation of Cu/SAPO-34 during low-temperature NH3-SCR ,Applied Catalysis B: Environmental,2015/4/30
doi:10.1016/j.eng.2019.02.005,"Evaluation of H2 Influence on the Evolution Mechanism of NO
                  x
                Storage and Reduction over Pt–Ba–Ce/γ-Al2O3 Catalysts ",Engineering,2019/6/30
doi:10.1016/j.apcatb.2021.120026,Investigation of crystal size effect on the NOx storage performance of Pd/SSZ-13 passive NOx adsorbers ,Applied Catalysis B: Environmental,2021/8/15
doi:10.1016/j.jhazmat.2022.128528,"Mesoporous LaCoO3 perovskite oxide with high catalytic performance for NO
                  x
                storage and reduction ",Journal of Hazardous Materials,2022/6/5
doi:10.1016/j.joei.2019.04.006,Research on reaction conditions and mechanism for simultaneous removal of NO and Hg0 over CuFe modified activated carbon at low temperature ,Journal of the Energy Institute,2020/2/29
doi:10.1016/j.apcatb.2018.05.014,"Cu
                  x
               -Nb1.1-
               
                  x
                (x = 0.45, 0.35, 0.25, 0.15) bimetal oxides catalysts for the low temperature selective catalytic reduction of NO with NH3
             ",Applied Catalysis B: Environmental,2018/11/15
doi:10.1016/j.apcatb.2012.07.019,Local ammonia storage and ammonia inhibition in a monolithic copper-beta zeolite SCR catalyst ,Applied Catalysis B: Environmental,2012/9/25
doi:10.1016/j.apcatb.2007.07.025,"Sulfur impact on NO
                  x
                storage, oxygen storage, and ammonia breakthrough during cyclic lean/rich operation of a commercial lean NO
                  x
                trap ",Applied Catalysis B: Environmental,2007/11/30
doi:10.1016/j.apcatb.2011.08.040,In situ FT-IR investigation on the selective catalytic reduction of NO with CH4 over Pd/sulfated alumina catalyst ,Applied Catalysis B: Environmental,2011/11/2
doi:10.1016/j.jcat.2008.03.005,Structure of flame-made vanadia/titania and catalytic behavior in the partial oxidation of o-xylene ,Journal of Catalysis,2008/5/15
doi:10.1016/j.apcata.2017.10.010,"Facile synthesis of tube-shaped Mn-Ni-Ti solid solution and preferable Langmuir-Hinshelwood mechanism for selective catalytic reduction of NO
                  x
                by NH3
             ",Applied Catalysis A: General,2018/1/5
doi:10.1016/j.cattod.2009.07.013,Effect of V2O5 additive on simultaneous SO2 and NO removal from flue gas over a monolithic cordierite-based CuO/Al2O3 catalyst ,Catalysis Today,2009/9/30
doi:10.1016/j.apcatb.2005.12.017,Bi2O3/Al2O3 catalysts for the selective reduction of NO with hydrocarbons in lean conditions ,Applied Catalysis B: Environmental,2006/5/15
doi:10.1016/j.ijhydene.2015.06.084,Synthesis of stable Cu-MCM-41 nanocatalysts for H2 production with high selectivity via steam reforming of methanol ,International Journal of Hydrogen Energy,2015/9/7
doi:10.1016/j.apcatb.2017.02.021,Heterogeneous oxidation of elemental mercury vapor over RuO2/rutile TiO2 catalyst for mercury emissions control ,Applied Catalysis B: Environmental,2017/6/15
doi:10.1016/j.jhazmat.2007.12.026,"Effects of sodium modification, different reductants and SO2 on NO reduction by Rh/Al2O3 catalysts at excess O2 conditions ",Journal of Hazardous Materials,2008/8/15
doi:10.1016/j.jiec.2017.02.006,Removal characteristics of nitrogen oxides and particulates of a novel Mn-Ce-Nb-Ox/P84 catalytic filter applied for cement kiln ,Journal of Industrial and Engineering Chemistry,2017/6/25
doi:10.1016/j.crci.2017.05.001,Modification of the physicochemical properties of the commercial CHA zeolite and examination of its activity in nitrogen oxide abatement ,Comptes Rendus Chimie,2017/8/31
doi:10.1016/j.cej.2021.128712,Enhanced sulfur resistance of H3PW12O40-modified Fe2O3 catalyst for NH3-SCR: Synergistic effect of surface acidity and oxidation ability ,Chemical Engineering Journal,2021/5/15
doi:10.1016/j.catcom.2007.10.015,Modification of Pd/Al2O3 catalyst to improve the catalytic reduction of NO in waste incineration processes ,Catalysis Communications,2008/3/31
doi:10.1016/j.jhazmat.2011.07.038,Low-temperature selective catalytic reduction of NO with propylene in excess oxygen over the Pt/ZSM-5 catalyst ,Journal of Hazardous Materials,2011/10/15
doi:10.1016/j.apcatb.2018.02.051,Mechanism of the selective reduction of NOx by methane over Co-ZSM-5 ,Applied Catalysis B: Environmental,2018/8/15
doi:10.1016/j.apsusc.2018.01.239,Hollow ZSM-5 encapsulated Pt nanoparticles for selective catalytic reduction of NO by hydrogen ,Applied Surface Science,2018/5/15
doi:10.1016/j.apsusc.2021.151511,Fabrication of high loading V2O5/TiO2 catalysts derived from metal-organic framework with excellent activity for chlorobenzene decomposition ,Applied Surface Science,2022/1/15
doi:10.1016/j.apcatb.2012.01.031,"Alumina-supported In2O3, Ga2O3 and B2O3 catalysts for lean NO
                  x
                reduction with dimethyl ether ",Applied Catalysis B: Environmental,2012/5/18
doi:10.1016/j.apcatb.2005.09.010,"On the promotional effect of Pd on the propene-assisted decomposition of NO on chlorinated Ce0.68Zr0.32O2
             ",Applied Catalysis B: Environmental,2006/3/31
doi:10.1016/j.apcatb.2007.09.031,Selective catalytic reduction of NO with NH3 at low temperatures over iron and manganese oxides supported on mesoporous silica ,Applied Catalysis B: Environmental,2008/2/7
doi:10.1016/j.jes.2015.05.024,Optimizing the crystallinity and acidity of H-SAPO-34 by fluoride for synthesizing Cu/SAPO-34 NH3-SCR catalyst ,Journal of Environmental Sciences,2016/3/31
doi:10.1016/j.cej.2014.09.030,Promotion effect of tungsten on the activity of Pt/HZSM-5 for H2-SCR ,Chemical Engineering Journal,2015/1/15
doi:10.1016/j.jece.2021.106612,"Simultaneous catalytic oxidation of NO and Hg0 over LaBO3 (B = Co, Mn, Ni, and Cu) perovskites ",Journal of Environmental Chemical Engineering,2021/12/31
doi:10.1016/j.apsusc.2022.152478,Enhanced SO2 and H2O resistance of MnTiSnOy composite oxide for NH3-SCR through Sm modification ,Applied Surface Science,2022/5/1
doi:10.1016/j.eti.2022.102747,Interfacial Ni active sites strike solid solutional counterpart in CO2 hydrogenation ,Environmental Technology & Innovation,2022/8/31
doi:10.1016/j.energy.2016.11.050,"Combustion, performance, and selective catalytic reduction of NOx for a diesel engine operated with combined tri fuel (H2, CH4, and conventional diesel) ",Energy,2017/1/15
doi:10.1016/j.cej.2018.04.029,Insights into the Sm/Zr co-doping effects on N2 selectivity and SO2 resistance of a MnOx-TiO2 catalyst for the NH3-SCR reaction ,Chemical Engineering Journal,2018/9/1
doi:10.1016/j.jcat.2011.03.014,"NO
                  x
                storage and reduction over potassium titanate nanobelt-based catalyst with high storage capacity ",Journal of Catalysis,2011/6/13
doi:10.1016/j.joei.2022.01.015,Effect of multi-layered nanosheets γ-Al2O3 with (110) facets on zinc deactivation resistance for Ce–Ti SCR catalyst ,Journal of the Energy Institute,2022/4/30
doi:10.1016/j.fuel.2010.02.028,Activity and characterization of Rh/Al2O3 and Rh–Na/Al2O3 catalysts for the SCR of NO with CO in the presence of SO2 and HCl ,Fuel,2010/8/31
doi:10.1016/j.cattod.2019.02.004,Morphology effect of diverse ceria with active tungsten species on NH3-SCR behaviors ,Catalysis Today,2020/1/1
doi:10.1016/j.jes.2021.04.015,"Unraveling SO2-tolerant mechanism over Fe2(SO4)3/TiO2 catalysts for NO
                  x
                reduction ",Journal of Environmental Sciences,2022/1/31
doi:10.1016/j.jcat.2006.03.001,Hydrothermal stability of CuZSM5 catalyst in reducing NO by NH3 for the urea selective catalytic reduction process ,Journal of Catalysis,2006/5/15
doi:10.1016/j.catcom.2018.10.023,"Novel Cu-based oxides catalyst from one-step carbothermal reduction decomposition method for selective catalytic reduction of NO with NH3
             ",Catalysis Communications,2019/1/10
doi:10.1016/S0926-3373(02)00128-5,"Screening of silver and cerium exchanged zeolite catalysts for the lean burn reduction of NO
                  x
                with propene ",Applied Catalysis B: Environmental,2003/1/8
doi:10.1016/j.apcatb.2015.05.032,"Effects of post-treatment method and Na co-cation on the hydrothermal stability of Cu–SSZ-13 catalyst for the selective catalytic reduction of NO
                  x
                with NH3
             ",Applied Catalysis B: Environmental,2015/12/31
doi:10.1016/j.catcom.2007.04.035,"Selective catalytic reduction of NO
                  x
                with methane over indium supported on tungstated zirconia ",Catalysis Communications,2007/12/31
doi:10.1016/j.mcat.2021.111565,"Promotional effect of phosphorus modification on improving the Na resistance of V2O5-MoO3/TiO2 catalyst for selective catalytic reduction of NO
                  x
                by NH3
             ",Molecular Catalysis,2021/4/30
doi:10.1016/j.jiec.2017.01.002,Effects of steam introduction on deactivation of Fe-BEA catalyst in NH3-SCR of N2O and NO ,Journal of Industrial and Engineering Chemistry,2017/4/25
doi:10.1016/j.cej.2015.08.089,"Selective catalytic reduction of nitric oxide by hydrogen over NiFe2−
               
                  x
               Pd
                  x
               O4 catalysts at low temperature ",Chemical Engineering Journal,2016/1/1
doi:10.1016/S0926-3373(02)00055-3,Direct atomic scale analysis of the distribution of Cu valence states in Cu/γ-Al2O3 catalysts ,Applied Catalysis B: Environmental,2002/10/31
doi:10.1016/j.apcatb.2019.05.044,Comparison of Pt-BaO/Al2O3 and Pt-CeO2/Al2O3 for NOx storage and reduction: Impact of cycling frequency ,Applied Catalysis B: Environmental,2019/10/15
doi:10.1016/j.mcat.2020.111123,Effects of iron precursor and loading on the catalytic performance of FeOx/CeO2 catalysts for NO reduction by CO ,Molecular Catalysis,2020/10/31
doi:10.1016/j.clema.2022.100096,Development and validation of rare earth modified Fe-BEA SCR catalyst for mitigation of NOx from NH3 gas turbine ,Cleaner Materials,2022/6/30
doi:10.1016/j.apcatb.2019.01.006,Nature of active sites in Cu-LTA NH3-SCR catalysts: A comparative study with Cu-SSZ-13 ,Applied Catalysis B: Environmental,2019/5/15
doi:10.1016/j.apcatb.2011.03.017,DeNOx performance of Ag/Al2O3 catalyst using simulated diesel fuel–ethanol mixture as reductant ,Applied Catalysis B: Environmental,2011/6/9
doi:10.1016/j.apcata.2010.03.028,"Enhancement of activity of Ir catalysts for selective catalytic reduction of NO with CO by physical mixing with SiO2
             ",Applied Catalysis A: General,2010/5/31
doi:10.1016/j.apsusc.2019.144064,"MnO
                  x
                fabrication with rational design of morphology for enhanced activity in NO oxidation and SO2 resistance ",Applied Surface Science,2020/2/15
doi:10.1016/j.joei.2018.01.004,"Characterization and performance of common alkali metals and alkaline earth metals loaded Mn/TiO2 catalysts for NOx removal with NH3
             ",Journal of the Energy Institute,2019/4/30
doi:10.1016/j.cej.2019.03.049,Significant promoting effect of Ce or La on the hydrothermal stability of Cu-SAPO-34 catalyst for NH3-SCR reaction ,Chemical Engineering Journal,2019/8/1
doi:10.1016/j.apsusc.2005.06.041,High-throughput study of the influence of H2O and CO2 on the performance of nitrogen storage and reduction (NSR) catalysts ,Applied Surface Science,2006/1/31
doi:10.1016/j.jtice.2009.04.006,"
               In situ infrared study of NO reduction over Pd/Al2O3 and Ag-Pd/Al2O3 catalysts under H2-rich and lean-burn conditions ",Journal of the Taiwan Institute of Chemical Engineers,2009/11/30
doi:10.1016/j.seppur.2022.121824,Improved alkali-tolerance of FeOx-WO3 catalyst for NO removal via in situ reserving FeOx active species ,Separation and Purification Technology,2022/11/1
doi:10.1016/j.jes.2020.02.029,Investigation of the common intermediates over Fe-ZSM-5 in NH3-SCR reaction at low temperature by in situ DRIFTS ,Journal of Environmental Sciences,2020/8/31
doi:10.1016/j.molcata.2013.04.008,"Structural effects of iron spinel oxides doped with Mn, Co, Ni and Zn on selective catalytic reduction of NO with NH3
             ",Journal of Molecular Catalysis A: Chemical,2013/9/30
doi:10.1016/j.apcata.2012.03.026,"Activity, propene poisoning resistance and hydrothermal stability of copper exchanged chabazite-like zeolite catalysts for SCR of NO with ammonia in comparison to Cu/ZSM-5 ",Applied Catalysis A: General,2012/6/15
doi:10.1016/j.apcata.2007.11.026,"
               Ortho-dichlorobenzene oxidation over Pd/Co loaded sulfated zirconia and mordenite catalysts ",Applied Catalysis A: General,2008/2/8
doi:10.1016/j.catcom.2011.07.005,"Selective catalytic reduction of NO over carbon nanotubes supported CeO2
             ",Catalysis Communications,2011/10/25
doi:10.1016/j.apcatb.2005.04.012,"In situ DRIFTS study of the selective reduction of NO
                  x
                with alcohols over Ag/Al2O3 catalyst: Role of surface enolic species ",Applied Catalysis B: Environmental,2005/10/27
doi:10.1016/j.jcat.2007.09.025,"Multi-objective optimization in combinatorial chemistry applied to the selective catalytic reduction of NO with C3H6
             ",Journal of Catalysis,2007/12/10
doi:10.1016/j.ijhydene.2019.06.109,Investigation of the electrocatalytic performance for oxygen evolution reaction of Fe-doped lanthanum nickelate deposited on pyrolytic graphite sheets ,International Journal of Hydrogen Energy,2019/8/13
doi:10.1016/j.jcis.2022.06.106,"Insights into the superior resistance of In-Co3O4-Ga2O3/H-Beta to SO2 and H2O in the selective catalytic reduction of NOx by CH4
             ",Journal of Colloid and Interface Science,2022/11/15
doi:10.1016/j.fuel.2021.120842,Influence of stoichiometry air ratio on char characteristics and nitrogen conversion in circulating fluidized bed with post-combustion ,Fuel,2021/8/15
doi:10.1016/j.jes.2021.04.020,"Influence of NO
                  x
                on the activity of Pd/θ-Al2O3 catalyst for methane oxidation: Alleviation of transient deactivation ",Journal of Environmental Sciences,2022/2/28
doi:10.1016/j.apsusc.2016.08.156,Promotional mechanism of propane on selective catalytic reduction of NOx by methane over In/H-BEA at low temperature ,Applied Surface Science,2016/12/30
doi:10.1016/j.ijhydene.2020.11.200,Effects of hydrogen addition into liquefied petroleum gas reductant on the activity of Ag–Ti–Cu/Cordierite catalyst for selective catalytic reduction system ,International Journal of Hydrogen Energy,2021/2/8
doi:10.1016/j.mcat.2021.112069,Significantly enhanced activity and SO2 resistance of Zr-modified CeTiOx catalyst for low-temperature NH3-SCR by H2 reduction treatment ,Molecular Catalysis,2022/1/31
doi:10.1016/j.jcat.2019.10.003,Comprehensive understanding the promoting effect of Dy-doping on MnFeOx nanowires for the low-temperature NH3-SCR of NOx: An experimental and theoretical study ,Journal of Catalysis,2019/12/31
doi:10.1016/j.cattod.2005.07.090,PILC-based monolithic catalysts for the selective catalytic reduction of nitrogen oxides by methane in oxygen excess ,Catalysis Today,2005/10/30
doi:10.1016/j.apcatb.2004.10.018,"Redistribution of cobalt species in Co-ZSM5 during operation under wet conditions in the reduction of NO
                  x
                by propane ",Applied Catalysis B: Environmental,2005/5/10
doi:10.1016/j.jhazmat.2021.125468,N2O inhibition by toluene over Mn-Fe spinel SCR catalyst ,Journal of Hazardous Materials,2021/7/15
doi:10.1016/j.apsusc.2019.144044,"Promoting effects of acid enhancing on N2 selectivity for selectivity catalytic oxidation of NH3 over RuO
                  x
               /TiO2: The mechanism study ",Applied Surface Science,2020/1/15
doi:10.1016/j.fuel.2021.122237,Investigation of Mn doped perovskite La-Mn oxides for NH3-SCR activity and SO2/H2O resistance ,Fuel,2022/2/15
doi:10.1016/S1872-2067(16)62510-X,"Promotional roles of ZrO2 and WO3 in V2O5-WO3/TiO2-ZrO2 catalysts for NO
                  x
                reduction by NH3: Catalytic performance, morphology, and reaction mechanism ",Chinese Journal of Catalysis,2016/11/30
doi:10.1016/j.apcatb.2011.07.034,Redox behaviour of vanadium during hydrogen–oxygen exposure of the V2O5-WO3/TiO2 SCR catalyst at 250°C ,Applied Catalysis B: Environmental,2011/9/21
doi:10.1016/j.apcatb.2005.11.028,"Catalytic reduction of N2O over steam-activated FeZSM-5 zeolite Comparison of CH4, CO, and their mixtures as reductants with or without excess O2
            ",Applied Catalysis B: Environmental,2007/1/31
doi:10.1016/j.apcatb.2009.07.020,Detailed kinetic modeling of NH3 SCR over Cu-ZSM-5 ,Applied Catalysis B: Environmental,2009/10/19
doi:10.1016/j.apcatb.2019.118359,"Enhancement of high-temperature selectivity on Cu-SSZ-13 towards NH3-SCR reaction from highly dispersed ZrO2
             ",Applied Catalysis B: Environmental,2020/4/30
doi:10.1016/j.fuel.2019.01.011,Analysis of urea pyrolysis in 132.5–190 °C ,Fuel,2019/4/15
doi:10.1016/j.apcatb.2021.120629,"Operando diffuse reflectance infrared detection of cyanide intermediate species during the reaction of formaldehyde with ammonia over V2O5/WO3-TiO2
             ",Applied Catalysis B: Environmental,2021/12/5
doi:10.1016/S1872-2067(18)63054-2,Bimetallic Cr-In/H-SSZ-13 for selective catalytic reduction of nitric oxide by methane ,Chinese Journal of Catalysis,2018/5/31
doi:10.1016/j.jcis.2011.05.012,"Novel ultrasonic–modified MnO
                  x
               /TiO2 for low-temperature selective catalytic reduction (SCR) of NO with ammonia ",Journal of Colloid and Interface Science,2011/9/1
doi:10.1016/j.cattod.2009.07.081,Photocatalytic reduction of CO2 with H2O on Pt-loaded TiO2 catalyst ,Catalysis Today,2009/11/30
doi:10.1016/j.apcatb.2017.07.017,Effect of gas compositions on SO2 poisoning over Cu/SSZ-13 used for NH3-SCR ,Applied Catalysis B: Environmental,2017/12/15
doi:10.1016/j.fuproc.2012.03.016,Combination catalyst for the purification of automobile exhaust from lean-burn engine ,Fuel Processing Technology,2013/4/30
doi:10.1016/j.fuel.2016.04.002,"The enhanced performance of ceria by HF treatment for selective catalytic reduction of NO with NH3
             ",Fuel,2016/9/1
doi:10.1016/j.molcata.2014.06.008,Possible sites of copper located on hydroxyapatite structure and the identification of active sites for formaldehyde oxidation ,Journal of Molecular Catalysis A: Chemical,2014/11/1
doi:10.1016/j.cattod.2020.08.030,Effect of preparation method on NH3-SCR activity of Cu-LTA catalysts ,Catalysis Today,2021/9/15
doi:10.1016/j.micromeso.2020.110222,Deactivation and regeneration studies on Pd-containing medium pore zeolites as passive NOx adsorbers (PNAs) in cold-start applications ,Microporous and Mesoporous Materials,2020/8/1
doi:10.1016/j.fuproc.2015.01.034,Mercury oxidized by V2O5–MoO3/TiO2 under multiple components flue gas: An actual coal-fired power plant test and a laboratory experiment ,Fuel Processing Technology,2015/6/30
doi:10.1016/j.biombioe.2019.05.004,Removal of nitric oxide from biomass combustion by thermophilic nitrification-aerobic denitrification combined with catalysis in membrane biofilm reactor ,Biomass and Bioenergy,2019/7/31
doi:10.1016/j.jes.2020.11.018,"Structures and catalytic performances of Me/SAPO-34 (Me = Mn, Ni, Co) catalysts for low-tem perature SCR of NO
                  x
                by ammonia ",Journal of Environmental Sciences,2021/6/30
doi:10.1016/j.fuel.2018.07.073,"N2O and NO formation from NH3 oxidation over MnO
                  x
               /TiO2 catalysts ",Fuel,2018/12/15
doi:10.1016/j.apcata.2006.05.007,Enhanced performances of N2O destruction in the presence of CO over the mixed metal oxide catalysts derived from hydrotalcite-type precursors ,Applied Catalysis A: General,2006/7/17
doi:10.1016/j.jcat.2012.08.015,"The use of Short Time on Stream (STOS) transient kinetics to investigate the role of hydrogen in enhancing NO
                  x
                reduction over silver catalysts ",Journal of Catalysis,2012/11/30
doi:10.1016/j.mcat.2022.112250,The synergistic promotional effect of W doping and sulfate modification on the NH3-SCR activity of CeO2 catalyst ,Molecular Catalysis,2022/4/30
doi:10.1016/j.jcat.2018.07.010,"Metal oxide-confined interweaved titania nanotubes M/TNT (M = Mn, Cu, Ce, Fe, V, Cr, and Co) for the selective catalytic reduction of NOx in the presence of excess oxygen ",Journal of Catalysis,2018/9/30
